verse_key,version_id,eng,local
MAT.25.41,555,"Then he will say to those on his left, Get away from me, you who will receive terrible things. Go into the unending fire that has been prepared for the devil and his angels.","«Ɛkaɣ heyuu ɖɔɖɔ ɛ-nɩmɩyɛ yɔɔ ñɩma se: ‹Ɩkʋyɩ mɔn-cɔlɔ cɩnɛ nɛ ɩɖɛɛ poliŋ, Ɛsɔ wɩlɩ-mɩ kpalʋʋ! Iwolo miŋ weyi eeɖeŋ kaʋ yɔ ɛ-taa. Peeɖe Ɛsɔ ñɔɔzaa nɛ ɛɖaŋnɩ Satanɩ nɛ e-tiyiyaa!."
MAT.24.3,555,"Now while Jesus was sitting on the Mount of Olives, the disciples came to him privately and said, Tell us, when will these things happen? What will be the sign of your coming and the end of the age.","Pɩkɛdaa lɛ, Yesu wolo Somiŋ Pʋʋ yɔɔ nɛ ɛcaɣ nɛ ɛ-tɔmkpɛlɩkɩyaa wolo ɛ-cɔlɔ pe-ɖeke nɛ pɔpɔzɩ-ɩ se: «Heyi-ɖʋ alɩwaatʋ ndʋ́ pɩkaɣ labʋ ḿbʋ́ yɔ nɛ mbʋ́ pʋkɔŋ wɩlʋʋ se ñɔ-kɔm nɛ kedeŋa tɛm pawɩzaa yɔ.»."
MAT.25.42,555,I was hungry and you didnt give me food to eat. I was thirsty and you didnt give me anything to drink.,"Mbʋ́ pʋyɔɔ yɔ, ñɔɔsɩ wɩɣaɣ-m, ɩtaha-m tɔɔnaɣ se mɔntɔɔ. Lɔkɔtʋ ɖɛ-m, ɩtaha-m lɩm se mɔñɔɔ."
MAT.24.4,555,"Jesus replied, Watch out that no one deceives you.","Peeɖe eheyi-wɛ se: «Ɩɖɔkɩ mɩ-tɩ camɩyɛ, ɩtaayele nɛ nɔɔyʋ yili-mɩ."
MAT.25.43,555,"I was a stranger and you didnt welcome me. I was naked and you didnt give me clothes to wear. I was sick and in prison, and you didnt visit me.","Mɔnkɔm ɛgɔndʋ, ɩtamʋ-m mɩ-tɛ. Maawɛ ndaakpeɖe, ɩtaha-m wondu se monsuu, pɩwɩɣaɣ-m, ɩtɔcɔnɩ mɔ-yɔɔ. Maawɛ salaka taa, ɩtɔkɔɔ se ɩna-m.›."
MAT.24.5,555,"Many will come in my name, saying, Im the Christ. They will deceive many people.","Mbʋ́ pʋyɔɔ yɔ, ɛyáa sakɩyɛ kɔŋ kʋɖʋm kʋɖʋm mo-lone taa nɛ peyili ɛyáa sakɩyɛ nɛ peheyi-mɩ se: ‹Ma lɛ Weyi Ɛsɔ Lɩzaa nɛ etiyini-mɩ› yɔ."
MAT.25.44,555,"Then they will reply, Lord, when did we see you hungry or thirsty or a stranger or naked or sick or in prison and didnt do anything to help you.","Ɛlɛ́, pakaɣ-ɩ cosuu se: ‹Kɩpaɣlʋ! Đooye ɖɩna-ŋ ñɔɔsɩ wɩɣaɣ-ŋ yaa lɔkɔtʋ ɖɛ-ŋ yaa ŋkɔm ɛgɔndʋ yaa ŋɖɔŋaɣ ndaakpeɖe yaa pɩwɩɣaɣ-ŋ yaa ŋwɛ salaka taa nɛ ɖɩtasɩnɩ-ŋ?›."
MAT.24.6,555,"You will hear about wars and reports of wars. Dont be alarmed. These things must happen, but this isnt the end yet.","Ɩkɔŋ nɩʋ you ŋgʋ́ kʋñɔtɩnɩ-mɩ kpam yɔ kɩ-taŋ nɛ ŋgʋ́ kʋwɛ poliŋ yɔ kʋ-tɔm. Ɛlɛ́, sɔɔndʋ ɛtaakpa-mɩ, mbʋ́ pʋyɔɔ yɔ, pʋwɛɛ se pɩla ḿbʋ́. Ɛlɛ́, alɩwaatʋ tatalɩda."
MAT.25.45,555,"Then he will answer, I assure you that when you havent done it for one of the least of these, you havent done it for me.","Wiyaʋ kaɣ-wɛ cosuu se: ‹Toovenim lɛ, mankaɖɩɣ-mɩ se: yee ɩtalabɩ-pʋ mɛ-ɛyáa mbá patakpaɣ-wɛ payaa pʋyʋ yɔ, pa-taa nɔɔyʋ yɔ, ma ɖɔɖɔ ɩtalabɩ-pʋ.›."
MAT.24.7,555,"Nations and kingdoms will fight against each other, and there will be famines and earthquakes in all sorts of places.",Ɛjaɖɛ lɛɛɖɛ kʋyʋʋ lɛɛɖɛ yɔɔ nɛ kewiyaɣ lɛɛka ñakʋyɩ lɛɛka yɔɔ. Ñɔɔsɩ kɔŋ lɩʋ nɛ tɛtʋ ñamsɩ hɔɔlɩŋ ndɩ ndɩ taa.
MAT.25.46,555,And they will go away into eternal punishment. But the righteous ones will go into eternal life. .,"Powokini-wɛ ɖenɖe kʋñɔŋ maatɛŋ wɛɛ yɔ nɛ piyele mbá patʋʋzaa yɔ, paba ñowolo ɖenɖe wezuu maatɛŋ wɛɛ yɔ.»."
MAT.24.8,555,But all these things are just the beginning of the sufferings associated with the end.,Lakasɩ sɩnɛ sɩtɩŋa payɩ sɩwɛɣ ɛzɩ halʋ wɩzʋʋ lʋlʋʋ nɛ pɩɣa wɩɣ-ɩ yɔ.
MAT.24.9,555,"They will arrest you, abuse you, and they will kill you. All nations will hate you on account of my name.",«Alɩwaatʋ ńdʋ́ʋ́ paɖʋzʋʋ-mɩ mi-koyindinaa nesi taa nɛ paɖʋ-mɩ kʋñɔŋ nɛ pakʋ-mɩ. Ajɛya kpeekpe taa ɛyáa kɔŋ-mɩ paɖʋʋ mɔ-yɔɔ.
MRK.3.1,555,Jesus returned to the synagogue. A man with a withered hand was there.,"Pʋwayɩ lɛ, Yesu ɖaɣnɩ Ɛsɔ ɖɩsɛyɛ taa pɩsʋʋ. Puwiye ńɖɩ́ lɛ, abalʋ nɔɔyʋ kɛwɛ peeɖe, e-nesi camaa."
MAT.24.10,555,At that time many will fall away. They will betray each other and hate each other.,Pʋ-yɔɔ ɛyáa sakɩyɛ kɔŋ lesuu pe-lidaʋ nɛ palɩɩ ɖama wayɩ nɛ papaɖɩ ɖama.
MRK.2.1,555,"After a few days, Jesus went back to Capernaum, and people heard that he was at home.","Pɩlabɩ kɩyakɩŋ cabɩ lɛ, Yesu pɩsɩ Kapɛrnayum. Ɛyáa nɩwa se ɛwɛ ɖɩɣa lɛ."
MRK.3.2,555,"Wanting to bring charges against Jesus, they were watching Jesus closely to see if he would heal on the Sabbath.","Ɛyáa mbá paawɛ peeɖe yɔ, pɔcɔŋnɩ Yesu pɩŋŋ se pana se ɛlakɩ nɛ ɛyʋ ɛnʋ ɛ-yɔɔ cɛ kɩyakʋ kɩhɛzʋʋ wiye yaa ɛɛlakɩ? Mbʋ́ pʋyɔɔ yɔ, pañɩnaɣ tɔm ndʋ́ paawana nɛ pehiɣ-i se ɛlabɩ tʋmɩyɛ kɩyakʋ kɩhɛzʋʋ wiye yɔ."
MAT.24.11,555,Many false prophets will appear and deceive many people.,Ɛyáa sakɩyɛ kɔŋ lɩʋ se pɛkɛ náyaa nɛ peyili ɛyáa sakɩyɛ.
MRK.2.2,555,"So many gathered that there was no longer space, not even near the door. Jesus was speaking the word to them.",pekpeɣli pɩtɩɩfɛyɩ nɛ posu nɛ pɩkpɛndɩnɩ awayɩ nɔnɔɔ taa nɛ ɛtasɩ-wɛ heyuu Ɛsɔtɔm.
MRK.3.3,555,"He said to the man with the withered hand, Step up where people can see you. .",Peeɖe Yesu heyi ɛyʋ ɛnʋ se: «Kʋyɩ ŋsɩŋ ɛyáa hɛkʋ taa cɩnɛ!».
MAT.24.12,555,"Because disobedience will expand, the love of many will grow cold.",Ɛzaɣ́tʋ tɛzɩɣ ɖɔʋ nɛ halɩ ɛyáa sakɩyɛ lesi pɔ-sɔɔlɩm.
MRK.2.3,555,"Some people arrived, and four of them were bringing to him a man who was paralyzed.",Ɛyáa nabɛyɛ wokaɣnɩ kalɩkalaɣ nakɛyɛ ɛ-cɔlɔ. Ɛyáa naanza kpaɣnɩ-kɛ.
MRK.3.4,555,"Then he said to them, Is it legal on the Sabbath to do good or to do evil, to save life or to kill? But they said nothing.","Ɛlɛ́, ɛpɔzɩ mbá pɔcɔŋaɣnɩ-ɩ yɔ se: «Đa-paɣtʋ taa lɛ, ɛbɛ pʋmʋnaa se pala kɩyakʋ kɩhɛzʋʋ wiye? Kɩbandʋ naa ɛzaɣ́tʋ? Paya ɛyáa ñʋŋ naa pakʋ-wɛ?» Ɛlɛ́, pɔtɔsɔɔlɩ se pocosi-i."
MAT.24.13,555,But the one who endures to the end will be delivered.,"Ɛlɛ́, weyi ɛɖɔkʋʋ ɛ-tɩ nɛ pʋkɔɔ pɩtalɩ kɛtɛzaɣ kɩyakʋ wiye yɔ, Ɛsɔ yakɩ ɛ-ñʋʋ."
MRK.2.4,555,"They couldnt carry him through the crowd, so they tore off part of the roof above where Jesus was. When they had made an opening, they lowered the mat on which the paralyzed man was lying.","Ɛyáa samaɣ yɔɔ lɛ, patana ɛzɩma mbʋ́ pala nɛ patanɩ-kɛ yɔ. Peeɖe pakpa kuduyuu ŋgʋ́ ɛɛwɛ kɩ-tɛɛ yɔ kʋ-ñʋʋ taa nɛ patʋʋzɩnɩ ɖenɖe ɛɛwɛɛ yɔ nɛ patʋlɩ pɔʋ nɛ petisi-kɛ nɛ ka-ñalʋʋ."
MRK.1.1,555,"The beginning of the good news about Jesus Christ, Gods Son.",Ɩna ɛzɩma mbʋ́ Ɛsɔ Pɩyalʋ Yesu Krɩstʋ Laŋhɛzɩyɛ Tɔm pazaa yɔ.
MRK.3.5,555,"Looking around at them with anger, deeply grieved at their unyielding hearts, he said to the man, Stretch out your hand. So he did, and his hand was made healthy.",Peeɖe Yesu pana kpawa nɛ ɛcɔnɩ pɛ-ɛsɩndaa kpɛɛɛ nɛ ɛ-hɔyɛ pɩsɩnɩ pa-laŋkpɩzɩyɛ nɛ eheyi ɛyʋ weyi e-nesi camaa yɔ se: «Losi ñe-nesi.» Ɛ́lɛ́ losi-sɩ nɛ sɩ-yɔɔ cɛ.
MAT.24.14,555,This gospel of the kingdom will be proclaimed throughout the world as a testimony to all the nations. Then the end will come.,"Pɔkɔŋ susuu Ɛsɔ Kewiyaɣ Laŋhɛzɩyɛ Tɔm kedeŋa kpeekpe nɛ pɩkɛnɩ aseɣɖe ajɛya tɩŋa payɩ. Pʋwayɩ lɛ, kedeŋa tɛ.»."
MRK.2.5,555,"When Jesus saw their faith, he said to the paralytic, Child, your sins are forgiven! .","Yesu nawa se ɛyáa ḿbá pɛwɛnɩ lidaʋ ɛ-yɔɔ lɛ, eheyi kalɩkalaɣ ŋ́gá se: «Man-taabalʋ! Menkpeɣ-ŋ ña-kɩwɛɛkɩm.»."
MRK.1.2,555,"happened just as it was written about in the prophecy of Isaiah: Look, I am sending my messenger before you . He will prepare your way.","Tɩpazɩ ɛzɩ pamaʋ náyʋ Ezaayii Takayaɣ taa yɔ. Pamawa se Ɛsɔ heyi ɛ-Pɩyalʋ se: «Na, mancalɩɣ men-tiyiyu tiyuu nɛ ɛñɔɔzɩ ña-nʋmɔʋ.»."
MRK.3.6,555,"At that, the Pharisees got together with the supporters of Herod to plan how to destroy Jesus.",Peeɖe Farɩsɩ ñɩma lɩwa payaa Eroodi ŋgbɛyɛ taa ñɩma nɛ patɩlabʋ lɩmaɣza se pana ɛzɩma mbʋ́ paala nɛ pakʋ Yesu yɔ.
MAT.24.15,555,When you see the disgusting and destructive thing that Daniel talked about standing in the holy place .,"Yesu tasɩ-wɛ heyuu se: «Alɩwaatʋ natʋyʋ ɩkɔŋ naʋ tɛyɔkɩyʋ weyi ɛtatʋʋzɩ Ɛsɔ ɛsɩndaa kpem yɔ, ɛsɩŋ lone kaɖɛ ñɩnɖɛ taa. Ɛ-tɔm náyʋ Daanɩyɛɛlɩ yɔɔdaa. Weyi ɛkalɩɣ tɔm ńdʋ́ yɔ, pʋwɛɛ se ɛnɩɩ tɩ-tɔbʋʋ."
MRK.2.6,555,"Some legal experts were sitting there, muttering among themselves.",Yuda ñɩma paɣtʋ wɩlɩyaa nabɛyɛ kacaɣ peeɖe nɛ pahʋʋ pa-taa Yesu tɔm se:.
MRK.1.3,555,a voice shouting in the wilderness: Prepare the way for the Lord; make his paths straight .,Tɩpazɩ ɖɔɖɔ ɛzɩ pamaʋ ka-taa se nɔɔyʋ susuu lakʋ taa se: Pɔñɔɔzɩ Kɩpaɣlʋ nʋmɔʋ! Pala nɛ kʋtʋʋzɩ camɩyɛ» yɔ.
MRK.3.7,555,Jesus left with his disciples and went to the lake. A large crowd followed him because they had heard what he was doing. They were from Galilee.,"Pʋwayɩ lɛ, Yesu nɛ ɛ-tɔmkpɛlɩkɩyaa pakʋyɩ se powoki Galilee teŋgu nɔɔ, ɛlɛ́ ɛyáa sakɩyɛ tɩŋ-wɛ. Paalɩnɩ ageeta ndɩ ndɩ taa: Galilee nɛ Yudee nɛ."
MAT.24.16,555,then those in Judea must escape to the mountains.,"Alɩwaatʋ ńdʋ́ tɩtalaa lɛ, mbá pɛwɛ Yudee egeetiye taa yɔ, pese pakpanɩ pʋŋ taa."
MRK.2.7,555,Why does he speak this way? Hes insulting God. Only the one God can forgive sins.,«Ɛyʋ ɛnɛ ɛcalɩ ɛ-taa se we nɛ ɛyɔɔdʋʋ ḿbʋ́? Ɛwɛɛkɩɣ Ɛsɔ hɩɖɛ! Apɩzɩɣ ekpeɣ kɩwɛɛkɩm nɛ pɩtasɩnɩ Ɛsɔ?».
MRK.1.4,555,John the Baptist was in the wilderness calling for people to be baptized to show that they were changing their hearts and lives and wanted God to forgive their sins.,Ḿbʋ́ Yohanɛɛsɩ kɔm ɛwɛɛ lakʋ taa nɛ ɛyáa woki ɛ-cɔlɔ nɛ esusuu-wɛ se pɛlɛɣzɩ wɛtʋ nɛ ɛlabɩ-wɛ lɩm sɔʋ sɔnzɩ nɛ Ɛsɔ kpeɣ-wɛ pa-kɩwɛɛkɩm.
MRK.3.8,555,"Judea, Jerusalem, Idumea, beyond the Jordan, and the area surrounding Tyre and Sidon.","Iduumee nɛ egeetiye nɖɩ́ ɖɩwɛ Yɔɔrdaŋ pɔɔ wayɩ yɔ nɛ lɛɛɖɛ nɖɩ́ ɖɩwɛ Sidɔɔ tɛtʋ nɛ Tiiri ñɩndʋ pɔ-cɔlɔ yɔ a-taa ɛyáa nɛ Yeruusalɛm ñɩma. Mbʋ́ pʋyɔɔ yɔ, panɩ mbʋ́ ɛlakaɣ yɔ pʋ-tɔm tɩŋa."
MAT.24.17,555,Those on the roof shouldnt come down to grab things from their houses.,"Yee nɔɔyʋ ɛwɛ e-kuduyuu ñʋʋ taa lɛ, ese kpaagbaa. Pɩtaacɩbɩ-ɩ se etiki ɛsʋʋ kɩ-tɛɛ nɛ ɛkpaɣ pʋyʋ nɛ ɛkpɛndɩna."
MRK.2.8,555,"Jesus immediately recognized what they were discussing, and he said to them, Why do you fill your minds with these questions?.","Kpaagbaa ḿbʋ́ lɛ, Yesu tɩlɩ tɔm ndʋ́ pahʋwaɣ pa-taa ḿbʋ́ yɔ nɛ ɛpɔzɩ-wɛ se: «Pɩlabɩ ɛzɩma ɩhʋʋ mɩ-taa ḿbʋ́?."
MRK.1.5,555,Everyone in Judea and all the people of Jerusalem went out to the Jordan River and were being baptized by John as they confessed their sins.,Peeɖe Yeruusalɛm ñɩma tɩŋa nɛ Yudee egeetiye taa hɔɔlɩŋ tɩŋa taa ñɩma powokaɣ ɛ-cɔlɔ nɛ paa weyi ɛyɔɔdʋʋ ɛ-kɩwɛɛkɩm mbʋ́ ɛlaba yɔ nɛ ɛlakɩ-wɛ lɩm sɔʋ sɔnzɩ Yɔɔrdaŋ pɔɔ taa.
MRK.3.9,555,Jesus told his disciples to get a small boat ready for him so the crowd wouldnt crush him.,"Peeɖe Yesu heyi ɛ-tɔmkpɛlɩkɩyaa se pɔñɔɔzɩ-ɩ kpɩyʋʋ nakʋyʋ. Pɩtɛkɛ ḿbʋ́ yɔ, ɛyáa samaɣ ñɩkɩɣ-ɩ."
MAT.24.18,555,Those in the field shouldnt come back to grab their clothes.,"Weyi ɛwɛ hayɩm taa lɛ, ese kpaagbaa. Pɩtaacɩbɩ-ɩ se ekpeŋ ɛ-tɛ nɛ ɛkpaɣ e-toko maɣmaɣ."
MRK.2.9,555,"Which is easier—to say to a paralyzed person, Your sins are forgiven, or to say, Get up, take up your bed, and walk?.","Yee meheyi kalɩkalaɣ ŋ́gá se menkpeɣ-kɛ ka-kɩwɛɛkɩm yaa kakʋyɩ kakpaɣ ka-ñalʋʋ nɛ kɛɖɛɛ, tɩ-naalɛ tɩ-taa lɛ, ndʋ́ tɩfɛyɩ kaɖɛ?."
MRK.1.6,555,"John wore clothes made of camels hair, with a leather belt around his waist. He ate locusts and wild honey.","Yohanɛɛsɩ ɛnʋ, esuwaɣ toko ŋgʋ́ palʋnɩ kpaŋnɔ siɣá naalɛ tʋ hʋndʋ yɔ. Ɛtɔɔlaɣ tambaɖɛ nɖɩ́ palabɩnɩ tɔnɛ yɔ, nakaŋ nɛ tɩŋ num ɛtɔkaɣ."
MRK.3.10,555,He had healed so many people that everyone who was sick pushed forward so that they could touch him.,"Toovenim lɛ, ɛyáa nawa se ɛlakaɣ nɛ kʋdɔndɩnaa yɔɔ cɛkɩ. Pʋ-yɔɔ kʋdɔndɩnaa tɩŋa kpedesaɣ se potukuni-i nɛ pɔ-yɔɔ cɛ."
MAT.26.1,555,"When Jesus finished speaking all these words, he said to his disciples.","Yesu tɛm ɛ-tɔmkpɛlɩkɩyaa tɔm ndɩ ndɩ kɛdʋʋ payɩ lɛ, eheyi-wɛ se:."
MAT.24.19,555,How terrible it will be at that time for women who are pregnant and for women who are nursing their children.,Pʋkɔŋ tɔɔʋ halaa hosi tɩnaa nɛ asɔŋ alɩwaatʋ ńdʋ́!.
MRK.2.10,555,But so you will know that the Human One has authority on the earth to forgive sins —he said to the man who was paralyzed.,Mancaɣ mawɩlɩ-mɩ se Ɛyʋ Pɩyalʋ wɛnɩ ɖoŋ se ekpeɣ ɛyáa pa-kɩwɛɛkɩm kedeŋa yɔɔ cɩnɛ.» Peeɖe eheyi kalɩkalaɣ ŋ́gá se:.
MRK.1.7,555,"He announced, One stronger than I am is coming after me. Im not even worthy to bend over and loosen the strap of his sandals.","Ɛyɔɔdɩ ɛyáa samaɣ taa se: «Ma-wayɩ lɛ, weyi ɛkɔŋ yɔ, ɛkɩlɩ-m. Mantatɩɩmʋna se moluŋ nɛ mɛyɛɖɩ ɛ-naataŋgbala tɔnzɩ."
MRK.3.11,555,"Whenever the evil spirits saw him, they fell down at his feet and shouted, You are Gods Son.","Đɔɖɔ lɛ, ɛyáa mbá pa-wayɩ wɛ aleewaa yɔ, polosuu Yesu lɛ, aleewaa tuyuu-wɛ nɛ powoki poluŋuu ɛ-tɛɛ nɛ pamakɩ kubusi se: «Ña lɛ Ɛsɔ Pɩyalʋ.»."
MAT.26.2,555,You know that the Passover is two days from now. And the Human One will be handed over to be crucified. .,«Ɩnawa se pɩkazɩ kɩyakɩŋ naalɛ se pɔtɔɔ Yuda ñɩma Paska Kazandʋ. Alɩwaatʋ ńdʋ́ tɩ-taa pɔkɔŋ kpaʋ Ɛyʋ Pɩyalʋ nɛ paɖʋzɩ-ɩ koyindinaa nesi taa nɛ paba kam-ɩ kaamaŋkaɣ yɔɔ.».
MAT.24.20,555,Pray that it doesnt happen in winter or on the Sabbath day.,Itendi Ɛsɔ camɩyɛ se ɛtaayele se ise ninkaɣ alɩwaatʋ yaa kɩyakʋ kɩhɛzʋʋ wiye.
MRK.2.11,555,"Get up, take your mat, and go home. .",«Ña! Kʋyɩ ŋkpaɣ ña-ñalʋʋ nɛ ŋkpe».
MAT.27.1,555,Early in the morning all the chief priests and the elders of the people reached the decision to have Jesus put to death.,"Pakpa Yesu nɛ kife tanaŋ tɛɛ cu lɛ, Yuda ñɩma cɔjɔnaa sɔsaa nɛ pɛ-ŋgbɛyɛ taa sɔsaa pɔyɔɔdɩ patɩŋa payɩ se pakʋ-ɩ."
MRK.1.8,555,"I baptize you with water, but he will baptize you with the Holy Spirit.","Ma lɛ, malakɩ-mɩ lɩm sɔʋ sɔnzɩ, ɛnʋ lɛ, ɛkɔŋ-mɩ labʋ sɔnzɩ nɛ Fezuu Kiɖeɖeu ɖoŋ.»."
MRK.3.12,555,But he strictly ordered them not to reveal who he was.,"Ɛlɛ́, Yesu paɣ́-wɛ siŋŋ se pataaheyi nɔɔyʋ weyi ɛkɛnaa yɔ."
MAT.26.3,555,Then the chief priests and elders of the people gathered in the courtyard of Caiaphas the high priest.,"Peeɖe cɔjɔnaa sɔsaa nɛ Yuda ñɩma sɔsaa pekpeɣli ɖama cɔjɔnaa ñʋʋdʋ weyi payaɣ se Kayifu yɔ, ɛ-ɖɩɣa taa nɛ."
MAT.24.21,555,There will be great suffering such as the world has never before seen and will never again see.,"Mbʋ́ pʋyɔɔ yɔ, kʋñɔŋ ŋgʋ́ kʋkɔŋ alɩwaatʋ ńdʋ́ tɩ-taa yɔ, kɩkɩlɩɣ kʋñɔmɩŋ weyi ɛyáa laba ɖooo ɛzɩ Ɛsɔ labʋ kedeŋa nɛ pʋkɔɔ pɩsɩɩnɩ sɔnɔ yɔ ɩtɩŋa payɩ. Nakʋyʋ ɛɛtasɩɣ kɔm nɛ kɩkɩlɩ-kʋ."
MRK.2.12,555,"Jesus raised him up, and right away he picked up his mat and walked out in front of everybody. They were all amazed and praised God, saying, Weve never seen anything like this.","nɛ kakʋyɩ kpaagbaa nɛ kakpaɣ ka-ñalʋʋ ɛyáa tɩŋa ɛsɩndaa nɛ pɔcɔnɩ-kɛ pɩŋŋ nɛ kɛɖɛɛ. Pana-kɛ ḿbʋ́ lɛ, pɩla patɩŋa piti pɩŋŋ nɛ pasaŋ Ɛsɔ nɛ pɔtɔŋ se: «Đooo yɔ, ɖɩtanata mbʋ́ Yesu labɩ ɛzʋnɔ yɔ pɩ-ɖaɣʋ.»."
MAT.27.2,555,"They bound him, led him away, and turned him over to Pilate the governor.",Peeɖe pɔhɔkɩ-ɩ nɛ powoni-i Room wiyaʋ Pilaatɩ tɛ.
MRK.1.9,555,"About that time, Jesus came from Nazareth of Galilee, and John baptized him in the Jordan River.","Alɩwaatʋ ńdʋ́ tɩ-taa ɖɔɖɔ Yesu lɩnɩ Nazarɛɛtɩ, Galilee egeetiye taa nɛ ewolo Yohanɛɛsɩ cɔlɔ Yɔɔrdaŋ pɔɔ taa nɛ ɛ́lɛ́ labɩ-ɩ lɩm sɔʋ sɔnzɩ."
MRK.3.13,555,"Jesus went up on a mountain and called those he wanted, and they came to him.","Pʋwayɩ lɛ, Yesu kpa pʋʋ yɔɔ. Peeɖe ɛya mbá ɛsɔɔlaa se powolo ɛ-cɔlɔ yɔ nɛ paba wolo ɖɔɖɔ."
MAT.26.4,555,They were plotting to arrest Jesus by cunning tricks and to kill him.,panɩnɩ ɖama patɩŋa se pakpa Yesu mɛsaɣ tɛɛ nɛ pakʋ-ɩ.
MAT.24.22,555,"If that time werent shortened, nobody would be rescued. But for the sake of the ones whom God chose, that time will be cut short.","Yee Ɛsɔ ɛtaamaɣzɩ nɛ ɛpasɩ kʋñɔŋ kɩyakɩŋ ɩnʋ ɩ-yɔɔ ɛyáa mbá ɛlɩzɩ-wɛ se pɛkɛ ɛ-ñɩma yɔ pɔ-yɔɔ yɔ, nɔɔyʋ taawɛnɩ ɛ-ɛsɛ."
MRK.2.13,555,"Jesus went out beside the lake again. The whole crowd came to him, and he began to teach them.","Pʋwayɩ lɛ, Yesu lɩɩ nɛ ɛpɩsɩ Galilee teŋgu nɔɔ nɛ ɛyáa sakɩyɛ wolo ɛ-cɔlɔ nɛ ɛwɩlɩɣ-wɛ Ɛsɔtɔm."
MAT.27.3,555,"When Judas, who betrayed Jesus, saw that Jesus was condemned to die, he felt deep regret. He returned the thirty pieces of silver to the chief priests and elders, and.","Yudaasɩ weyi ɛɖʋzɩ Yesu koyindinaa nesi taa yɔ, ɛnawa se pakʋʋ Yesu lɛ, ɛpazɩ kpiɖuu nɛ ɛkpaɣ liidiye pɔɔyɩsɩ niidozo nzɩ́ paahɛyɩ-ɩ yɔ se ɛpɩsɩɣna ɛcɛlɩ cɔjɔnaa sɔsaa nɛ pɛ-ŋgbɛyɛ taa sɔsaa."
MRK.1.10,555,"While he was coming up out of the water, Jesus saw heaven splitting open and the Spirit, like a dove, coming down on him.","Yesu lɩɣaɣnɩ lɩm taa lɛ, ɛna ɛsɔdaa tʋlaa nɛ Fezuu Kiɖeɖeu lɩɩ nɛ kitiki ɛ-yɔɔ ɛzɩ halikuku yɔ."
MRK.3.14,555,"He appointed twelve and called them apostles. He appointed them to be with him, to be sent out to preach.","Powoba lɛ, ɛlɩzɩ pa-taa ɛyáa hiu nɛ naalɛ se pɛkɛ e-tiyiyaa. Ɛlɛ́, eheyi-wɛ se: «Me-liu wɛɛ se ɩwɛɛ mɔn-cɔlɔ nɛ mentiyiɣ-mɩ nɛ isusuu Ɛsɔtɔm."
MAT.28.1,555,"After the Sabbath, at dawn on the first day of the week, Mary Magdalene and the other Mary came to look at the tomb.","Kɩyakʋ kɩhɛzʋʋ ɖɛwa nɛ kife kujuka lɛ, Magdala Maarɩɩ nɛ Maarɩɩ lɛlʋ pakʋyɩ tanaŋ cu nɛ powolo se pana Yesu pɩlaʋ."
MAT.26.5,555,But they agreed that it shouldnt happen during the feast so there wouldnt be an uproar among the people.,"Pɔyɔɔdaɣ se: «Đɩtaakpa-ɩ kazandʋ alɩwaatʋ. Pɩtɛkɛ ḿbʋ́, ɛyáa samaɣ kʋyʋʋ ɖɔ-yɔɔ.»."
MAT.24.23,555,"Then if somebody says to you, Look, heres the Christ, or Hes over here, dont believe it.","«Pʋ-yɔɔ lɛ, yee nɔɔyʋ eheyi-mɩ se Weyi Ɛsɔ Lɩzaa nɛ etiyini-mɩ yɔ, ɛwɛ cɩnɛ yaa peeɖe yɔ yɔ, ɩtaatisi."
MRK.2.14,555,"As he continued along, he saw Levi, Alphaeus son, sitting at a kiosk for collecting taxes. Jesus said to him, Follow me. Levi got up and followed him.","Ɛtɛma nɛ ɛɖɛɣ lɛ, ɛna Alfee pɩyalʋ Leevi, ɛcaɣ ɛ-tʋmɩyɛ taa tikee ɖɩmʋyɛ. Peeɖe eheyi-i se: «Kʋyɩ ŋtɩŋ-m!» Ɛ́lɛ́ kʋyɩ nɛ ɛtɩŋ-ɩ."
MAT.27.4,555,"said, I did wrong because I betrayed an innocent man. But they said, What is that to us? Thats your problem.","Ewoba lɛ, eheyi-wɛ se: «Malabɩ kɩwɛɛkɩm: mankpa ɛyʋ ɛnɛ ɖulum nɛ mɛncɛlɩ se pakʋ-ɩ.» Ɛlɛ́, pocosi-i se: «Ñɔ-cɔlɔ lɛ! Pɩtana-ɖʋ.»."
MRK.1.11,555,"And there was a voice from heaven: You are my Son, whom I dearly love; in you I find happiness.","Peeɖe pʋyɔɔdaɣnɩ ɛsɔdaa se: «Ña lɛ man-Pɩyalʋ kʋsɔɔlʋ, maahʋʋ ñɔ-yɔɔ kaʋ.»."
MRK.3.15,555,and to have authority to throw out demons.,Mahaɣ-mɩ ɖoŋ se ɩɖɔɔnɩ aleewaa ɖɔɖɔ.».
MAT.28.2,555,"Look, there was a great earthquake, for an angel from the Lord came down from heaven. Coming to the stone, he rolled it away and sat on it.","Kpaagbaa ḿbʋ́ lɛ, tɛtʋ ñamsɩ siŋŋ nɛ Kɩpaɣlʋ tiyiyu nɔɔyʋ lɩɩnɩ ɛsɔdaa nɛ etii epilisi pɩlaʋ nɔɔ pɩyɛ nɛ ɛsɩɩ kɩjaʋ nɛ ɛcaɣ ɖɩ-yɔɔ."
